,months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
25,8.561721397420888e-06,3.7457531113716386e-05,0.7481274965673359,2,0,0.0021404303493552223,0.001355877009102559,0.0,0.657092853378909,1,5,11,14,3,0.0,0.0,0,2,0,3,2,0,1.7123442794841777e-05,3.2106455240328333e-06,1,1.070215174677611e-06,3.2106455240328333e-06,2,0.07652038498944919,0.01765855038218058,0.011772366921453722,0.04708946768581489,5,13,0.0021468516404032877,1
26,0.0002654820362386298,4.441917337844779e-05,0.8917262686166921,1,0,0.0020660080641138508,0.001365734630782461,0.0,0.4514062339443635,1,2,9,9,3,0.0,-0.03016371773606222,1,0,1,4,3,0,4.1320161282277016e-06,1.0330040320569254e-06,2,1.0330040320569254e-06,3.0990120961707764e-06,2,0.009317696369153467,0.0016941266125733577,0.0008470633062866789,0.006776506450293431,12,9,0.0020711730842741354,0
27,6.471981463392327e-05,1.0893434146303918e-05,0.19496459684323048,1,0,0.0001601975609750576,0.00027171749107223424,0.9611853658503456,0.1947137274627435,1,3,3,5,1,0.009932248780453571,-0.00967593268289348,3,0,1,2,5,4,1.601975609750576e-06,3.2039512195011524e-07,2,6.407902439002305e-07,3.2039512195011524e-07,0,0.001832660097554659,0.0003332109268281198,0.0001666054634140599,0.0013328437073124792,11,15,0.0006417514292660808,1
28,0.00020297436266313756,3.624542190413171e-05,0.8282876304375986,2,0,0.0018122710952065853,0.0011704552868391732,0.0,0.5525949839437492,0,3,11,11,1,0.0,-0.05038113644674307,2,3,1,3,4,3,1.9028846499669146e-05,9.061355476032927e-07,1,9.061355476032927e-07,0.0,2,0.06328450664461396,0.007031611849401551,0.014063223698803102,0.04218967109640931,4,27,0.001820426315135015,0
29,0.0003232668626923481,6.0361032452928074e-05,0.8005013056093485,0,2,0.0026827125534634702,0.0014815280076502014,0.0,0.5797489377224999,0,6,6,1,4,0.0,0.0,2,2,1,4,4,4,6.706781383658675e-06,1.341356276731735e-06,1,2.68271255346347e-06,2.68271255346347e-06,1,0.12293530276246352,0.018913123501917463,0.018913123501917463,0.08510905575862858,0,33,0.002697467472507519,0
30,6.213206747649644e-05,2.4270338858006423e-05,0.8820967284722546,0,1,0.000970813554320257,0.0009263114609902164,0.0,0.45951323803929855,1,5,9,18,0,0.05164728108983767,0.0,0,3,0,0,4,1,2.1357898195045652e-05,3.883254217281028e-06,1,0.0,0.0,0,0.07339350470661142,0.012232250784435237,0.012232250784435237,0.04892900313774095,12,11,0.0019464811764121153,0
31,2.061758810501127e-05,4.595486505333837e-06,0.08276011647455707,0,0,0.0002484046759639912,0.00016609330253656307,0.9936187038559647,0.07581223768784423,1,3,2,15,0,0.0034155642945048787,0.0,0,3,0,4,6,5,1.242023379819956e-06,3.726070139459868e-07,1,2.484046759639912e-07,2.484046759639912e-07,0,0.008338944972111184,0.0009265494413456871,0.0009265494413456871,0.00648584608941981,5,14,0.00024914988999188314,1
32,0.0002193582233898397,4.9532502055770255e-05,0.4763809613428871,0,2,0.0014152143444505787,0.0015402343796393427,0.0,0.8700454746813268,0,0,0,19,2,0.11477388333494194,0.0,0,1,2,4,1,0,2.264342951120926e-05,4.2456430333517366e-06,2,2.8304286889011574e-06,4.2456430333517366e-06,1,0.04215923532118274,0.0046843594801314154,0.0046843594801314154,0.03279051636091991,2,0,0.002841750403656762,0
33,0.0001496157530379054,3.937256658892248e-05,0.7675799974210205,0,0,0.001312418886297416,0.0020451292263284,0.0,0.6197871942161821,1,2,4,18,5,0.06745833075568718,-0.08399480872303462,0,1,0,0,1,2,1.312418886297416e-06,3.937256658892248e-06,1,1.312418886297416e-06,2.624837772594832e-06,0,0.10120062032239374,0.018400112785889773,0.018400112785889773,0.06440039475061421,11,19,0.0026445240558892933,0
34,0.00012815062143238604,3.1822637536901236e-05,0.8518945870767004,0,2,0.0004300356423905572,0.0012175857164389281,0.0,0.5189506718825136,1,6,9,19,3,0.0,0.0,2,3,2,1,6,2,1.4621211841278946e-05,8.600712847811145e-07,2,0.0,8.600712847811145e-07,2,0.055732619253816215,0.009288769875636036,0.004644384937818018,0.04179946444036216,1,4,0.0017192824982774477,0
35,2.4413306003767672e-05,5.480538082478457e-06,0.02156874066204976,2,0,0.00016607691159025627,0.00022157151159814042,0.9964614695415376,0.07958804187992898,1,2,2,15,1,0.008851899387760659,-0.008170984050240608,2,1,0,3,6,6,2.491153673853844e-06,1.6607691159025627e-07,2,3.3215382318051253e-07,0.0,2,0.008818684005442608,0.0017637368010885216,0.0008818684005442608,0.006173078803809825,8,7,0.00033132343862256124,1
36,0.0001289697778141183,5.824441578702117e-05,0.4163477253072808,0,0,0.0020801577066793275,0.0020561318851671814,0.0,0.8947611161087526,0,5,10,4,4,0.0,0.0,2,2,2,4,1,4,6.240473120037983e-06,2.0801577066793277e-06,0,2.0801577066793277e-06,2.0801577066793277e-06,2,0.12522549394209553,0.012522549394209553,0.012522549394209553,0.10018039515367642,11,15,0.004168636044185372,1
37,0.0002578275862624878,4.371471185765364e-05,0.832625195382962,0,2,0.001784273953373618,0.0010906196112600902,0.0,0.5538002732371735,0,3,8,9,4,0.0,0.0,1,0,1,2,6,0,1.4274191626988944e-05,8.92136976686809e-07,1,8.92136976686809e-07,8.92136976686809e-07,2,0.004755090085740692,0.001097328481324775,0.0007315523208831834,0.0029262092835327337,11,21,0.0017851660903503049,0
38,0.0005449557702882449,6.827752110339959e-05,0.6140728520215085,1,2,0.0025287970779036884,0.0014610757316858036,0.0,0.7787443245389799,0,4,2,3,4,0.08307098400913616,0.0,0,2,0,4,1,2,5.057594155807377e-06,3.793195616855533e-06,0,2.5287970779036886e-06,0.0,0,0.0787720289766999,0.01575440579533998,0.00787720289766999,0.05514042028368993,7,36,0.0025376478676763514,0
39,0.00018173865365982814,3.379060394680222e-05,0.8976163430215525,1,1,0.00045662978306489484,0.0011526066332210848,0.0,0.4334466889786901,1,3,12,18,5,0.04429308895729479,0.0,2,1,0,0,0,1,3.6530382645191587e-06,9.132595661297897e-07,0,0.0,2.739778698389369e-06,1,0.054950828094029444,0.009991059653459899,0.009991059653459899,0.03496870878710964,9,29,0.0018365649874870068,1
40,0.00015600355897280648,5.134294345940467e-05,0.4072147076767006,0,0,0.0009873642972962435,0.0028665555224823462,0.0,0.9013569680873624,1,0,12,11,1,0.0,-0.10999238271880153,2,2,1,0,6,1,3.751984329725726e-05,1.9747285945924874e-06,1,3.949457189184975e-06,3.949457189184975e-06,0,0.07898914378369949,0.015797828756739896,0.007898914378369948,0.05529240064858964,2,22,0.0039692044751308995,0
41,0.00014779301929263204,4.331864358577146e-05,0.7852612597565772,1,1,0.0006370388762613451,0.0022139139474485776,0.0,0.5995516865488699,1,0,13,5,4,0.0,-0.030705273835796833,2,3,0,4,6,4,1.27407775252269e-06,1.27407775252269e-06,0,1.27407775252269e-06,1.27407775252269e-06,0,0.12368746821490276,0.020614578035817125,0.020614578035817125,0.0824583121432685,2,37,0.002549429582797903,1
42,5.810279948747498e-05,3.611795643816012e-05,0.7050240800188177,0,2,0.0007851729660469592,0.002317720671555377,0.0,0.693540140217415,0,1,9,10,0,0.0,-0.1058413158231301,0,3,1,3,4,6,2.6695880845596615e-05,4.711037796281755e-06,2,1.5703459320939184e-06,0.0,1,0.08112407085197183,0.009013785650219092,0.009013785650219092,0.06309649955153364,4,30,0.003156395323508776,0
43,0.00011682097207562481,3.306253926668627e-05,0.8711339887679342,2,1,0.0005510423211114379,0.0005931088919050849,0.0,0.4780644802727234,0,6,13,15,3,0.05477360671847692,-0.06634549546181712,2,2,2,3,0,0,2.5347946771126138e-05,1.1020846422228755e-06,1,2.204169284445751e-06,2.204169284445751e-06,1,0.0563385669104334,0.006259840767825934,0.006259840767825934,0.043818885374781534,8,12,0.002209679707656866,0
44,0.0005517360776593952,9.0246793371797e-05,0.2232459540399971,0,0,0.0041021269714453185,0.002217363713145052,0.0,0.9601110219207196,1,3,8,15,4,0.07465871088030479,-0.058865522040240315,2,1,1,3,4,6,2.8714888800117228e-05,2.051063485722659e-06,2,0.0,4.102126971445318e-06,0,0.11567998059475797,0.023135996118951594,0.023135996118951594,0.06940798835685479,12,18,0.004130841860245435,0
45,0.00041827110865857363,6.3135261684313e-05,0.6787498361710859,0,1,0.001578381542107825,0.002295645466287884,0.0,0.7251195291151296,0,4,10,19,0,0.0,0.0,0,2,2,3,1,0,2.6832486215833027e-05,4.735144626323475e-06,1,3.1567630842156503e-06,4.735144626323475e-06,0,0.08700039060098332,0.010875048825122914,0.0,0.0761253417758604,0,23,0.003159919847299866,0
46,0.00022721007081972063,4.599958488988209e-05,0.7375434048562209,1,0,0.0006969634074224559,0.001729124396010668,0.0,0.6587321766717045,0,0,7,14,0,0.04920561656402539,0.0,0,2,2,1,0,3,1.533319496329403e-05,4.1817804445347354e-06,2,1.3939268148449117e-06,1.3939268148449117e-06,0,0.10748569669269115,0.0,0.019542853944125665,0.08794284274856548,6,10,0.0028073686050976523,0
47,8.590490529542361e-05,1.1373325489816646e-05,0.22737721709195544,2,2,0.00048397129743900624,0.00030821712077403114,0.9679425948780125,0.10489424510738918,1,1,7,11,0,0.0,0.0,0,1,0,1,6,0,4.5977273256705595e-06,7.259569461585093e-07,1,4.839712974390063e-07,2.4198564871950314e-07,1,0.015196698739584796,0.0015196698739584796,0.0015196698739584796,0.012157358991667836,1,4,0.00048469725438516476,1
48,2.1714286578553262e-05,4.2187756781189194e-06,0.10757021815903861,1,2,0.00012408163759173292,0.00013945163004022086,0.9926531007338634,0.055380860979767785,0,6,10,7,2,0.0,0.0,3,0,3,4,1,0,6.204081879586646e-07,1.2408163759173292e-07,0,2.4816327518346584e-07,0.0,2,0.0009045551380437329,0.00010050612644930367,0.00010050612644930367,0.0007035428851451256,13,28,0.0002475428669955072,0
49,0.00026150971050809636,4.7671040978038404e-05,0.7927162923048316,0,0,0.0013620297422296686,0.001696939235546522,0.0,0.5931380741759184,0,5,3,12,5,0.0,-0.054889798611855646,2,2,2,3,6,6,2.5878565102363705e-05,1.3620297422296687e-06,1,0.0,0.0,0,0.10433147825479262,0.020866295650958523,0.010433147825479262,0.07303203477835483,8,7,0.0027240594844593373,0
50,6.0984698827494425e-05,8.367667978656212e-06,0.0980277976694815,2,1,0.00028364976198834614,0.00018814772362448986,0.9927741669592115,0.06769443394732876,1,4,7,3,3,0.0,0.0,0,1,1,1,1,5,2.6946727388892887e-06,4.254746429825192e-07,0,0.0,4.254746429825192e-07,2,0.011601275265323358,0.0023202550530646714,0.0011601275265323357,0.00812089268572635,9,29,0.00028336611222635783,0
51,0.00011192322319492144,3.320798929959207e-05,0.6611415487421675,0,0,0.0024598510592290426,0.0013207309314659612,0.0,0.750168478277785,0,3,4,14,0,0.0,0.0,3,0,3,2,1,0,4.919702118458085e-06,1.2299255296145212e-06,0,1.2299255296145212e-06,2.4598510592290423e-06,0,0.008929259345001425,0.001623501699091168,0.000811750849545584,0.006494006796364672,2,22,0.002469690463465959,0
52,0.00030067895557753656,5.403907496554804e-05,0.5472841957568548,1,0,0.0013856173068089242,0.0021207150004171945,0.0,0.8369031539914425,1,1,1,1,1,0.0,0.0,3,0,1,2,6,3,1.1084938454471393e-05,1.385617306808924e-06,0,2.771234613617848e-06,1.385617306808924e-06,2,0.0059581544192783735,0.0005958154419278374,0.0005958154419278374,0.004766523535422699,12,11,0.0027712346136178484,0
53,0.0002589966881819349,4.645680505505558e-05,0.8474116124885107,1,0,0.0005807100631881948,0.0013953417540298583,0.0,0.5084906368898582,0,3,8,12,0,0.10266953917167285,-0.054006035876502115,0,3,0,4,0,1,8.129940884634728e-06,3.484260379129169e-06,2,1.1614201263763896e-06,0.0,0,0.08189173311079924,0.014889406020145315,0.014889406020145315,0.052112921070508605,11,15,0.002321678832626403,0
54,0.00034889707461131493,6.977941492226298e-05,0.5049077434355899,2,1,0.0017892157672375125,0.00249339741674918,0.0,0.8560019750090724,1,6,6,12,1,0.08516667052050558,-0.07085294438260549,1,0,1,4,5,3,8.946078836187562e-06,1.7892157672375124e-06,1,0.0,1.7892157672375124e-06,2,0.004723529625507033,0.000858823568274006,0.000858823568274006,0.003005882488959021,5,14,0.0035945344763801622,0
55,3.433275500168242e-05,4.057507409289741e-05,0.6567075741935445,2,0,0.0015605797728037464,0.0019921893205680783,0.0,0.7300142484412278,1,6,2,16,1,0.11158145375546787,0.0,2,2,1,1,1,0,4.681739318411239e-06,1.5605797728037464e-06,2,1.5605797728037464e-06,3.121159545607493e-06,1,0.12312974407421559,0.024625948814843118,0.012312974407421559,0.08619082085195091,3,32,0.003113356646743474,0
56,0.0005429990950082043,6.926639936323334e-05,0.6491696424321775,1,1,0.0006184499943145834,0.001338931868691187,0.0,0.7504445397011563,0,6,9,5,4,0.044652089589512924,-0.06802949937460417,0,1,0,1,4,1,1.4842799863550004e-05,3.710699965887501e-06,0,2.4737999772583338e-06,3.710699965887501e-06,0,0.0697982663583439,0.0,0.007755362928704876,0.06204290342963901,6,8,0.002491116577099142,0
57,0.00016874116842500517,5.7443802017023044e-05,0.551451523769356,1,2,0.0017951188130319702,0.0025396263895488495,0.0,0.8341755563466392,0,5,0,10,3,0.0,0.0,1,0,1,2,5,5,3.410725744760743e-05,1.7951188130319701e-06,1,1.7951188130319701e-06,5.385356439095911e-06,1,0.004308285151276728,0.000538535643909591,0.000538535643909591,0.003231213863457546,3,32,0.0036153692894463877,0
58,1.4349361507902868e-05,5.0875008982564716e-05,0.8135409641527825,0,1,0.0026089748196187032,0.0019176747616643354,0.0,0.5631250385287303,1,6,7,19,0,0.0738339873952093,-0.059745523369268305,2,1,2,0,6,5,2.8698723015805736e-05,1.3044874098093515e-06,2,0.0,1.3044874098093515e-06,1,0.08582222669135725,0.00953580296570636,0.00953580296570636,0.06675062075994452,10,2,0.0026181062314873686,0
59,0.00022748420108833505,5.423464396807988e-05,0.7312216003354131,2,1,0.0030130357760044376,0.0013116196688313718,0.0,0.650401435197758,0,4,0,11,3,0.14281789578261037,-0.08813129644812981,0,3,1,4,5,2,1.8078214656026625e-05,4.519553664006656e-06,1,1.506517888002219e-06,1.506517888002219e-06,1,0.09479010551309962,0.017234564638745384,0.008617282319372692,0.06893825855498154,5,13,0.0030130357760044376,0
60,0.000179171084332721,3.9557252385146196e-05,0.6963868130629057,1,0,0.0005817242997815617,0.0009252092298305826,0.0,0.7087915020314477,1,6,6,0,2,0.04293125332387925,0.0,0,2,0,4,1,6,1.745172899344685e-05,3.49034579868937e-06,2,2.3268971991262467e-06,1.1634485995631233e-06,0,0.08083640869764581,0.017963646377254623,0.0,0.06287276232039118,9,26,0.0023431854795201304,1
61,0.0004433802071908878,7.962746578122067e-05,0.5501298736462711,0,2,0.0018097151313913788,0.002114109216491409,0.0,0.8194154851973083,1,3,5,1,0,0.12505131557914428,0.0,0,3,2,3,2,6,4.162344802200172e-05,5.429145394174137e-06,1,0.0,5.429145394174137e-06,1,0.08013418601801026,0.013355697669668376,0.006677848834834188,0.06010063951350769,6,6,0.0036140011173885836,0
62,0.00020264617023588427,5.44930877945235e-05,0.5843719531455149,0,2,0.0017029089935788593,0.0016918571142105325,0.0,0.7982675401929812,1,2,1,3,4,0.0,-0.08429399518215354,2,3,1,3,6,2,2.0434907922946312e-05,1.7029089935788593e-06,1,0.0,5.108726980736578e-06,2,0.09587377633848979,0.009587377633848978,0.019174755267697956,0.06711164343694284,2,22,0.0034245499860870864,0
63,0.0003138624948183258,6.131267340637062e-05,0.7581049298097414,2,2,0.0007299127786472693,0.0026989400885817157,0.0,0.6357379721206413,1,3,13,18,3,0.0,-0.0715314523074324,0,1,0,1,6,3,2.919651114589077e-05,4.379476671883615e-06,2,2.919651114589077e-06,2.919651114589077e-06,2,0.10002724718582179,0.01667120786430363,0.008335603932151815,0.07502043538936634,11,21,0.002924030591260961,1
64,5.873057550758e-05,8.361641258706305e-06,0.026459020156299654,2,1,0.0003981733932717288,0.0003268466024679977,0.995433483179322,0.08961867740393772,1,6,11,5,1,0.012423009870077939,0.0,0,2,2,1,5,5,3.1853871461738304e-06,5.972600899075932e-07,1,0.0,0.0,1,0.011771996372078663,0.0013079995968976292,0.0013079995968976292,0.009155997178283404,5,13,0.00039936791345154403,1
65,0.0004401594890883146,6.75835436001743e-05,0.5768290104502363,1,0,0.0008664556871817216,0.002361732924778706,0.0,0.7943041891987254,0,4,3,5,2,0.061864936064774924,0.0,0,1,1,0,1,0,1.039746824618066e-05,5.19873412309033e-06,2,3.4658227487268867e-06,3.4658227487268867e-06,1,0.14265326433759865,0.023775544056266442,0.011887772028133221,0.10698994825319899,4,27,0.0034571581918550693,1
